id,model_score,model_risk_grade
69028918,558,A
120629565,487,G
94441088,558,A
67735770,527,D
124041551,536,C
63176176,530,D
96682928,537,C
51828876,521,E
38527144,505,F
117870392,551,B
94035905,516,E
59091028,548,B
87384557,524,D
55442685,540,C
128068280,500,G
134246536,518,E
68427410,535,C
124426486,522,E
47018751,526,D
54077684,514,F
109370769,526,D
93852268,523,E
62216453,506,F
43025090,531,D
41720651,526,D
111027662,523,E
64078881,526,D
55456159,528,D
83696396,525,D
87305481,521,E
38466531,545,B
133618166,534,C
65783602,563,A
58190917,519,E
73934192,538,C
65169785,509,F
113054282,537,C
77349261,521,E
124837368,536,C
85806645,512,F
41247365,520,E
69495313,529,D
73736562,528,D
102576954,555,A
64370983,545,B
56632861,510,F
63244219,537,C
66482841,529,D
76421903,538,C
41119212,526,D
99637675,523,E
62784799,510,F
38476357,523,E
53605033,506,F
48724206,536,C
107166562,512,F
73131824,537,C
85560548,501,G
66005028,528,D
97912955,533,D
70896679,497,G
57662155,498,G
97409684,517,E
74674769,525,D
85521460,522,E
65332245,521,E
61852178,528,D
129373101,519,E
86994794,513,F
60665951,532,D
66066928,516,E
69525567,544,B
75323157,507,F
74493688,519,E
88096835,508,F
51008407,509,F
43956851,512,F
137875289,526,D
63929666,516,E
104214392,557,A
90182070,554,B
132180030,532,D
68825385,536,C
61328702,518,E
40328070,544,B
74765717,509,F
60782711,531,D
120553284,568,A
74515518,542,C
131310123,519,E
59829171,533,D
61360601,547,B
83962702,511,F
46085259,523,E
75175099,529,D
55298506,531,D
38566267,536,C
56663002,531,D
40512155,520,E
129406563,544,B
97347189,519,E
61429057,551,B
59935448,532,D
86196389,520,E
59412079,492,G
113287469,534,C
54908781,534,C
61361117,514,F
53995533,514,F
65514164,513,F
67325898,507,F
115379208,536,C
39589253,562,A
57743397,531,D
67799478,531,D
38458160,530,D
91059688,540,C
63988374,521,E
46706455,548,B
67346873,488,G
50416138,527,D
86582187,518,E
108104183,524,D
93378649,557,A
145412505,554,B
55979734,522,E
46826112,525,D
91538291,531,D
100082413,542,C
94256335,527,D
67476768,512,F
74805999,536,C
131639756,536,C
126607727,537,C
65652398,537,C
81566834,531,D
63997149,537,C
116988117,486,G
91021713,551,B
87968885,552,B
60774088,503,G
85207422,511,F
60256341,509,F
61421547,540,C
60843676,506,F
60740023,540,C
96740584,504,G
60810531,539,C
85610235,504,G
84546039,519,E
119330681,540,C
46577074,523,E
104301865,531,D
73122409,507,F
126545628,520,E
49146167,536,C
102643064,525,D
57703754,538,C
111886521,531,D
55130733,530,D
43529129,532,D
54258324,520,E
85726608,514,F
80548117,518,E
91743133,553,B
56452665,536,C
60770934,519,E
42295832,546,B
43449814,532,D
70563318,544,B
64852116,575,A
74886034,533,D
132884143,513,F
74975411,547,B
56031466,519,E
45112224,558,A
89065873,513,F
51236135,519,E
85281183,516,E
41129770,539,C
51978934,518,E
62559284,516,E
39319284,536,C
107036904,549,B
38242374,514,F
53944172,525,D
38646597,515,E
64792717,546,B
61381086,555,A
128699204,529,D
68832109,528,D
107696889,516,E
70613923,521,E
55111635,537,C
58070597,507,F
61320696,529,D
97740054,526,D
67575602,517,E
44409242,510,F
55203237,519,E
60515232,525,D
117361630,538,C
79123695,510,F
86942647,546,B
120632490,522,E
46586480,526,D
84584299,499,G
94741857,547,B
124016112,525,D
63959094,539,C
136746364,539,C
68891867,542,C
68447803,502,G
75100806,538,C
95092646,507,F
63439414,517,E
43429228,516,E
87574402,513,F
142164351,529,D
134531315,540,C
63154787,555,A
59581518,507,F
91864600,554,B
74796242,531,D
59289185,508,F
109677450,523,E
95157193,517,E
130162051,565,A
57578266,507,F
66520345,549,B
53342633,545,B
75458057,549,B
56088960,536,C
116676975,552,B
97435847,517,E
91302951,512,F
49693824,479,G
79501847,518,E
79532118,518,E
79104495,505,F
42503619,528,D
64180241,560,A
83982545,497,G
88108384,526,D
76375520,500,G
125995432,525,D
70944816,511,F
105416772,504,G
39589845,510,F
59240260,526,D
46832670,545,B
50103876,496,G
67725863,523,E
99330306,565,A
61349266,514,F
95040627,531,D
83143570,539,C
93624670,560,A
61510265,534,C
84674756,525,D
60771310,522,E
59172684,511,F
127676932,555,A
60760572,529,D
77031043,538,C
75358303,517,E
81545753,533,D
50869133,507,F
81525321,551,B
118313118,534,C
122204063,526,D
69873825,517,E
111129096,517,E
41013121,525,D
135393490,569,A
57772165,523,E
55950214,530,D
134470433,531,D
68742632,550,B
118261177,523,E
96497596,520,E
72606849,495,G
77211526,534,C
57702492,531,D
131112543,527,D
63999108,563,A
57558126,535,C
46348730,517,E
130954727,549,B
76191804,498,G
65675680,574,A
118638156,493,G
68905285,503,G
110687332,575,A
55554437,526,D
85521830,513,F
64301169,508,F
68881829,517,E
68984579,545,B
131988734,512,F
95107195,529,D
58782254,536,C
38536251,523,E
71017036,511,F
109938932,513,F
56100816,563,A
111601909,533,D
40806112,549,B
94226791,511,F
58060729,543,B
50004296,520,E
60376050,526,D
69493591,528,D
53504899,548,B
85510580,522,E
62023196,537,C
40552731,539,C
66620350,548,B
111411951,538,C
54259959,506,F
46134231,553,B
96554568,537,C
66095032,515,E
68082154,524,D
61882778,528,D
72513364,508,F
111411899,497,G
119726825,534,C
48585471,500,G
71583294,551,B
47360122,526,D
41358481,521,E
44514435,502,G
69572694,544,B
69085135,535,C
90288876,567,A
59522925,527,D
66612755,503,G
39848084,513,F
86592175,533,D
93694727,512,F
42904518,507,F
54434709,508,F
49188245,558,A
46367259,524,D
63529770,527,D
85782872,527,D
61490210,520,E
79682897,564,A
56452826,523,E
43679670,529,D
121379839,556,A
123051940,556,A
59281732,509,F
78360280,509,F
46576897,517,E
65717373,519,E
48050583,575,A
111415753,492,G
105153493,517,E
50526381,539,C
55918725,522,E
69453319,561,A
79041722,500,G
76414682,533,D
92440266,526,D
86994294,531,D
94124024,531,D
69422379,549,B
100432529,518,E
119364307,512,F
87132333,514,F
40746523,552,B
71297036,498,G
76333734,498,G
98178509,542,C
97407196,496,G
61368760,514,F
48734450,515,E
90004541,525,D
76281470,516,E
53665015,537,C
38558622,520,E
93990585,534,C
63349610,555,A
109061085,488,G
137623867,514,F
88963513,515,E
92767213,539,C
103607543,525,D
77497656,559,A
63497880,532,D
70031051,526,D
46601211,522,E
75209720,519,E
128445242,530,D
93997694,557,A
62589708,502,G
119973311,536,C
47169175,517,E
83817767,530,D
129544757,526,D
109062383,508,F
68548469,544,B
100095048,532,D
128226206,539,C
90402819,504,G
62117388,512,F
46805740,555,A
68995429,512,F
113821230,558,A
56107738,516,E
46640259,518,E
74563934,531,D
46652224,544,B
84194020,542,C
61461365,545,B
46388024,506,F
88966244,507,F
57164411,537,C
118295698,558,A
118271470,558,A
86012078,536,C
119703520,513,F
79995238,524,D
73954656,500,G
139499161,542,C
48655147,497,G
70934011,495,G
85863149,532,D
46794261,507,F
133410071,516,E
86366268,513,F
73764391,550,B
95200203,549,B
50557783,550,B
60792638,507,F
97867791,520,E
38371221,580,A
89846041,553,B
115385638,538,C
129280757,534,C
96695530,540,C
85735022,530,D
46806591,528,D
55251767,545,B
112155420,523,E
83786632,545,B
64301247,518,E
131952559,534,C
113688020,520,E
38608007,503,G
134215689,521,E
49693922,547,B
91913592,549,B
74592143,502,G
77149371,566,A
57803820,528,D
46314811,507,F
76113071,522,E
38222274,479,G
46833065,524,D
119316028,549,B
67625292,567,A
116840889,541,C
123038469,569,A
138419622,575,A
119703774,516,E
81488083,536,C
130614710,539,C
65017981,520,E
84583714,522,E
118182870,544,B
54303340,491,G
125053333,520,E
43729977,496,G
67828705,536,C
95010507,573,A
77319044,534,C
65272794,525,D
65763898,522,E
70022818,509,F
58682517,504,G
104601587,528,D
48744381,517,E
65721358,535,C
76679075,495,G
115715149,514,F
49934972,517,E
113907309,564,A
79865730,539,C
95588795,522,E
66562094,519,E
72633232,529,D
44139730,521,E
67238310,513,F
105667249,517,E
136177476,529,D
75447125,521,E
113194826,562,A
109043372,496,G
60346297,515,E
60565848,545,B
115070752,518,E
66471867,521,E
39260339,531,D
54207340,510,F
51316877,527,D
55989352,504,G
104048509,567,A
99798031,538,C
92798787,539,C
55927444,536,C
85729593,508,F
65098461,516,E
43802526,525,D
46164686,507,F
55534271,551,B
50004204,520,E
76751864,516,E
93789257,550,B
125910303,531,D
124914822,530,D
91753763,512,F
55100974,522,E
75315369,512,F
38467122,505,F
56120277,521,E
128068461,508,F
55288658,559,A
88212216,521,E
113122192,516,E
76001537,531,D
48607318,509,F
93429693,518,E
74615733,540,C
131009354,548,B
106035373,542,C
77578266,505,F
42394532,545,B
62105734,519,E
138910052,541,C
51776115,554,B
137843015,535,C
55128699,515,E
100005267,500,G
75457587,557,A
72829601,532,D
39540234,525,D
54900733,500,G
65802455,522,E
50849306,528,D
70782359,501,G
126341339,531,D
66552263,520,E
83992737,532,D
76393000,548,B
38584334,516,E
102086982,539,C
72772818,515,E
59240540,504,G
65169962,534,C
85704657,549,B
55111774,528,D
63177954,530,D
50023913,521,E
51407339,521,E
77039929,547,B
71031553,535,C
63054458,518,E
83786286,545,B
65382472,512,F
90995215,541,C
111037058,537,C
91299988,524,D
93740027,555,A
85555947,538,C
87102201,525,D
66064989,538,C
63418878,530,D
38722229,494,G
65089138,500,G
41050602,524,D
70140912,542,C
114509058,559,A
65876431,554,B
63385851,511,F
71653150,534,C
106913327,548,B
72604255,551,B
91679476,550,B
76343650,546,B
131349718,506,F
68883679,535,C
58320362,527,D
132336571,577,A
113800551,508,F
121102469,514,F
69058577,548,B
54483960,505,F
107529472,560,A
92309355,548,B
70651568,509,F
83656144,523,E
65655035,558,A
70021935,539,C
137390418,523,E
39937966,536,C
106776396,515,E
88242509,516,E
127033823,537,C
73724009,568,A
62509167,519,E
51136515,523,E
66625092,536,C
61468186,544,B
121433797,527,D
128532974,547,B
56905230,540,C
39672159,519,E
93563619,529,D
39299419,514,F
43004904,531,D
84576049,531,D
96629222,516,E
140118286,544,B
51849781,513,F
42344440,530,D
54097718,526,D
139833542,546,B
120181220,550,B
102348719,518,E
102364994,521,E
70710443,510,F
120656581,503,G
39240778,506,F
58614008,544,B
133806939,544,B
111409058,553,B
46726948,523,E
145203149,524,D
88293146,560,A
55160865,539,C
87996078,531,D
83677323,542,C
75810580,519,E
55917477,551,B
46095556,532,D
65934203,512,F
127998238,546,B
65876394,531,D
114188258,509,F
108107268,540,C
91180059,516,E
41299557,489,G
83992058,505,F
52385143,556,A
78118201,550,B
42283426,501,G
40563763,508,F
88970721,500,G
85512418,495,G
70611626,521,E
74573693,525,D
84849319,523,E
122371056,534,C
88819347,510,F
63405336,543,B
132878486,509,F
95248141,539,C
61398958,514,F
66035775,519,E
68607474,515,E
119970129,539,C
67278708,499,G
90671516,534,C
48574424,519,E
67755590,528,D
104855189,525,D
69545023,546,B
133774461,531,D
60942830,504,G
98958489,526,D
98961005,529,D
93842693,567,A
92203462,549,B
51996744,537,C
85679186,506,F
71886769,508,F
95066678,524,D
51998163,551,B
61491588,547,B
72052192,509,F
69555067,518,E
48986781,529,D
119971159,508,F
110069583,504,G
73520647,506,F
119787435,561,A
75739996,527,D
50515482,535,C
103971194,496,G
58663927,536,C
99882156,538,C
85098365,517,E
60961378,527,D
92852406,546,B
55513093,541,C
78931463,501,G
99521628,514,F
88135529,518,E
69733536,546,B
85280730,536,C
137943770,539,C
110380035,517,E
40411604,543,B
92154699,519,E
104231005,511,F
114113081,529,D
68614056,542,C
76154101,578,A
91435720,536,C
95308186,530,D
125708505,534,C
44776649,499,G
71726155,522,E
38429630,502,G
91913429,570,A
93592295,567,A
39590555,519,E
76245151,520,E
39349294,540,C
94419487,528,D
42864664,521,E
41247239,526,D
115393959,576,A
46783205,536,C
111068572,535,C
129953491,551,B
70971624,547,B
67675350,541,C
65924251,537,C
131561763,584,A
134142399,522,E
64181221,510,F
58110635,535,C
61408877,542,C
40137417,496,G
68387192,523,E
127606931,554,B
65017869,518,E
84314461,517,E
64240894,523,E
131378936,561,A
43285880,525,D
47857144,521,E
62156820,532,D
73763715,541,C
116128022,554,B
127481493,538,C
40157774,558,A
43226155,497,G
79591330,505,F
65483766,474,G
97112677,533,D
44976340,566,A
60921321,545,B
72595929,564,A
132613487,524,D
76121983,493,G
109324313,526,D
61400413,562,A
43225175,507,F
75325295,531,D
39887146,505,F
50466801,532,D
43840879,585,A
100072837,522,E
88553233,540,C
117566893,512,F
68212488,547,B
55254257,529,D
85750339,533,D
77336948,540,C
71856091,491,G
131026621,539,C
107597270,508,F
127961286,543,B
59309115,538,C
38311887,528,D
95041433,519,E
77420500,540,C
63465237,508,F
61312973,522,E
74576216,535,C
79522164,565,A
58623294,508,F
104073027,513,F
117835124,510,F
65199831,541,C
94295628,543,B
125082128,501,G
39669524,510,F
87034255,550,B
55627494,523,E
50323178,509,F
134702698,555,A
78248904,527,D
77141611,525,D
113012641,535,C
121773657,512,F
117268934,555,A
144833102,543,B
55071599,538,C
69444473,491,G
55472742,527,D
93869719,532,D
58270257,518,E
131451801,498,G
60575958,515,E
88907195,532,D
76985762,526,D
39239727,495,G
72655635,512,F
39679235,509,F
38698757,559,A
55118354,555,A
65776592,536,C
89886235,535,C
96813411,560,A
124997219,516,E
109216415,577,A
120354155,522,E
99963017,525,D
117857174,545,B
97555372,521,E
58000262,514,F
94000253,568,A
43529807,554,B
46815201,516,E
119297968,542,C
112929750,519,E
48626460,547,B
78130077,513,F
121345043,531,D
58280903,532,D
64391032,510,F
37811194,551,B
40353729,526,D
50588054,544,B
87384737,533,D
85981272,551,B
54067392,552,B
81250478,537,C
58613528,533,D
63478812,505,F
97550476,518,E
127444953,513,F
56974576,514,F
55455706,542,C
43095720,541,C
106201750,511,F
135528104,530,D
90994567,526,D
63398767,496,G
64018166,529,D
107469242,521,E
54514866,553,B
37167434,570,A
38444984,513,F
65661152,528,D
116255058,528,D
118157489,524,D
84800052,509,F
61632166,506,F
97973711,565,A
72112610,504,G
112817644,533,D
124100877,538,C
84071430,548,B
94071501,532,D
83334683,535,C
104541574,551,B
89806804,518,E
46164330,530,D
60781938,560,A
59150002,513,F
72673099,529,D
137797235,547,B
66034880,531,D
55059042,524,D
80718857,542,C
141272848,507,F
75174674,567,A
85555994,553,B
67436302,520,E
69743015,540,C
108043486,531,D
78091409,505,F
123905226,534,C
115012533,513,F
75282590,528,D
71017029,526,D
63484234,528,D
65612146,513,F
49973460,494,G
94861382,491,G
91814604,540,C
93544241,538,C
46105139,515,E
54384121,516,E
85584671,552,B
122304898,538,C
63178921,523,E
91081868,512,F
95119485,504,G
82120149,504,G
79065422,502,G
99233388,542,C
67336856,567,A
58553680,529,D
99231195,502,G
127847242,554,B
65865699,510,F
66572169,531,D
119996669,525,D
73967408,549,B
134282352,558,A
110364453,544,B
94269782,510,F
109121315,523,E
90379129,517,E
61369580,562,A
66470742,511,F
63907377,501,G
77376213,585,A
83848126,553,B
51947387,530,D
56905298,543,B
56462574,505,F
75061486,511,F
77407559,553,B
66600428,537,C
74514237,509,F
51848036,523,E
144151573,557,A
59161853,511,F
93391211,529,D
103750222,548,B
67385628,552,B
61339893,537,C
39239950,539,C
49904400,526,D
71744546,512,F
58351058,528,D
42433261,510,F
46587043,515,E
96492118,513,F
59090651,510,F
69933229,504,G
121926188,509,F
65764395,533,D
88117757,542,C
65905992,510,F
77337483,526,D
68052429,487,G
52969459,500,G
94123382,519,E
44603537,511,F
49117267,529,D
77426340,501,G
68921393,541,C
95317516,511,F
55817446,561,A
93910230,531,D
78559605,506,F
103802016,562,A
118607632,523,E
71003948,529,D
82367382,531,D
59153293,566,A
44703232,534,C
55219412,516,E
46809262,516,E
83757248,519,E
124760995,514,F
63408151,519,E
51056580,501,G
118247853,577,A
95358382,554,B
61392735,534,C
65674101,523,E
136299468,490,G
40350337,564,A
71766519,549,B
60216987,521,E
85608343,514,F
59562165,508,F
110737958,543,B
91475812,511,F
40188100,522,E
65966603,522,E
77168358,550,B
94081480,525,D
70272015,536,C
44603670,515,E
103387186,522,E
103742630,527,D
119976360,515,E
81475771,519,E
55584780,497,G
96354481,509,F
83153952,541,C
90248472,523,E
128826660,553,B
91090033,517,E
67479112,495,G
48213387,510,F
40381664,524,D
59382605,513,F
56100543,526,D
140803036,558,A
60901709,541,C
119397219,527,D
134769250,540,C
38321499,545,B
84749549,544,B
85659011,534,C
69443761,540,C
68574016,540,C
60813376,542,C
43306622,538,C
85921211,518,E
118176158,536,C
85066225,527,D
48616126,507,F
50455683,530,D
70192517,530,D
96662776,511,F
65048073,497,G
85321681,532,D
71001279,519,E
129018000,521,E
124448473,515,E
53372757,533,D
125858454,524,D
72042565,518,E
130133860,506,F
90945877,533,D
43430033,558,A
70842987,504,G
90091926,525,D
47400486,521,E
39752043,532,D
57184277,534,C
114144237,510,F
91589297,571,A
109746432,566,A
70897354,525,D
63346561,532,D
63286197,534,C
59079145,541,C
114225571,555,A
84084282,507,F
38539448,533,D
102348133,542,C
38414364,536,C
77231787,559,A
59251767,504,G
70926185,545,B
124804784,521,E
48424148,503,G
56078375,531,D
92320019,530,D
74421213,523,E
80612232,530,D
50476002,558,A
47634662,516,E
137068975,526,D
118632984,516,E
88225129,535,C
39289873,543,B
65353725,522,E
102066197,512,F
40412412,565,A
60687601,501,G
74654893,526,D
71021576,494,G
60810837,568,A
119911024,532,D
123965263,544,B
136102209,565,A
46832207,507,F
130236701,515,E
91029929,536,C
65827588,493,G
109657508,514,F
126656893,560,A
39631107,515,E
43550308,530,D
71429800,514,F
73579352,501,G
55523257,557,A
42433337,554,B
89063931,557,A
54848357,519,E
70271448,520,E
57960507,544,B
46417451,509,F
85536803,521,E
43350666,533,D
60185219,540,C
51486279,508,F
93279613,521,E
142627492,537,C
98083730,486,G
64201195,546,B
102046681,549,B
107813467,519,E
121866649,553,B
127898332,555,A
73673243,564,A
120948887,521,E
88986662,554,B
98153726,554,B
44016267,539,C
80778372,499,G
55898558,519,E
113206610,509,F
60963084,529,D
46712736,506,F
87134318,566,A
104143816,528,D
83982422,555,A
68722109,526,D
136364262,514,F
44409164,511,F
60636039,542,C
41121975,527,D
60962999,547,B
113739356,485,G
60277067,499,G
73500359,535,C
88583738,505,F
63454488,535,C
76401198,501,G
75720822,532,D
46692417,541,C
42433211,524,D
74526457,524,D
50353286,559,A
120138979,523,E
121213068,565,A
94182803,556,A
43810357,509,F
121405557,537,C
118168333,554,B
60883509,493,G
71986501,524,D
74664243,509,F
140121464,554,B
116257192,565,A
130978391,554,B
130703015,516,E
65762925,528,D
69071468,502,G
140196545,506,F
93504185,477,G
45515416,569,A
87434261,518,E
48160671,520,E
78850121,514,F
96270336,523,E
74714228,525,D
63157623,551,B
41169134,521,E
69247194,523,E
77092042,535,C
71429892,508,F
95487196,534,C
94117651,541,C
79742517,507,F
127238517,513,F
40372231,520,E
90735847,526,D
51506504,543,B
92971844,526,D
68550854,509,F
70024085,542,C
41052055,521,E
61552063,540,C
70874506,534,C
128375846,521,E
75110956,499,G
41060055,530,D
112723479,504,G
50486256,533,D
55524801,531,D
131006812,522,E
88065817,516,E
70603157,548,B
65805864,521,E
43004615,523,E
124447458,517,E
130535372,554,B
78739632,504,G
129130296,520,E
58080258,540,C
73324407,528,D
50518988,561,A
70273628,540,C
118238993,498,G
50708288,498,G
46387408,553,B
98622188,512,F
38587943,545,B
79552311,492,G
135844185,563,A
78209018,513,F
59230412,527,D
108835329,553,B
61652794,538,C
65423555,528,D
48324717,544,B
52046528,560,A
130615542,521,E
63328204,542,C
121723554,524,D
68574625,526,D
81454407,515,E
62197347,552,B
53654950,530,D
76201550,505,F
75243880,554,B
119240769,540,C
71063153,517,E
74162280,552,B
122969010,517,E
54474503,525,D
51217362,529,D
70952774,497,G
127025417,570,A
55250002,527,D
44633475,547,B
50525592,571,A
74593201,547,B
57345699,547,B
38161596,526,D
42954377,519,E
108895852,506,F
65284417,521,E
38605064,507,F
83123738,513,F
48304126,512,F
52047900,556,A
57813606,529,D
59130369,511,F
60247055,527,D
46254396,531,D
69562399,509,F
63427680,527,D
95846148,507,F
44896241,536,C
38505970,518,E
67237411,542,C
50183112,522,E
66064956,572,A
112053924,510,F
99537589,523,E
60307009,505,F
44493294,526,D
43265697,509,F
121211137,546,B
60597483,545,B
98179708,534,C
60646321,517,E
132274033,516,E
47330600,502,G
50576522,519,E
50606298,555,A
46702456,517,E
91955918,530,D
84543732,529,D
144997891,503,G
135922202,498,G
78148720,539,C
59252432,564,A
65813456,518,E
52576272,525,D
53292618,517,E
91864018,537,C
127964312,518,E
63314155,506,F
60705666,552,B
84899800,506,F
138235369,549,B
96634428,571,A
60617002,555,A
57144671,525,D
67337421,526,D
46224875,548,B
92236623,521,E
60844160,516,E
38609333,529,D
96295106,531,D
61513767,527,D
104501228,512,F
95765735,520,E
43155811,512,F
135356420,521,E
49583234,533,D
66955124,507,F
58563767,558,A
66260501,520,E
144881225,533,D
94440316,503,G
96392376,506,F
120001204,532,D
51336515,509,F
51849934,535,C
127105571,536,C
128641434,542,C
38637040,502,G
48394457,523,E
129903012,531,D
67318449,542,C
96528500,532,D
118665591,547,B
102446362,513,F
65189694,538,C
67216542,530,D
141050246,562,A
91963454,522,E
67829167,508,F
64027606,497,G
75233128,518,E
134605881,533,D
107650644,517,E
65140829,504,G
77407632,482,G
92320499,539,C
73322308,551,B
109604427,510,F
134664864,560,A
118608689,515,E
113498555,557,A
87195498,526,D
84092343,523,E
113684291,545,B
65803991,572,A
69534019,550,B
60655725,524,D
49159082,521,E
75249319,538,C
93051966,512,F
56028201,546,B
39522677,533,D
114803217,503,G
65305080,499,G
89997293,535,C
91645611,522,E
90167840,512,F
43350057,524,D
126302648,509,F
87984168,517,E
70723245,558,A
93705275,528,D
61424885,519,E
74626535,531,D
109750418,509,F
66545678,517,E
105413637,544,B
70974647,539,C
40392446,563,A
135786192,557,A
57844240,519,E
61314258,543,B
48735810,544,B
68669233,530,D
63247899,509,F
60515239,550,B
72204594,512,F
125040283,523,E
65273363,540,C
48584375,549,B
55911259,512,F
115557561,533,D
110774819,503,G
73335443,535,C
119234271,540,C
77377956,533,D
48645573,538,C
57186895,509,F
116925939,524,D
62549792,537,C
49287790,529,D
68465169,525,D
56058233,545,B
103247846,524,D
43560367,527,D
75245232,525,D
90074153,522,E
60763729,539,C
80669679,521,E
63329287,505,F
111730191,535,C
78119674,521,E
46684561,541,C
69514479,549,B
84676093,517,E
67315614,541,C
75160948,536,C
43549515,523,E
119298078,509,F
56350411,550,B
41650134,504,G
115071748,526,D
130816132,518,E
48896508,519,E
75061804,528,D
65302191,515,E
51426671,531,D
52046878,503,G
90204440,543,B
119014690,567,A
74141338,514,F
69513115,525,D
77420431,546,B
73601631,530,D
70894422,548,B
68536122,532,D
88102668,537,C
41780535,526,D
73686716,539,C
130087795,520,E
40920627,524,D
57326996,503,G
620017,529,D
89916461,546,B
80620844,519,E
123989005,513,F
133283234,523,E
40157307,562,A
118280018,524,D
124960241,533,D
85420573,527,D
125615240,548,B
96372492,526,D
51880432,545,B
59161089,537,C
84543291,553,B
46386455,519,E
87946165,548,B
69981687,529,D
113206089,521,E
79075025,562,A
51225261,511,F
128755581,554,B
48011399,535,C
55907591,524,D
38465750,541,C
65712753,543,B
91375864,525,D
90310980,517,E
104305592,521,E
54098304,535,C
38505203,517,E
130535114,532,D
46835030,540,C
55767756,509,F
91524126,522,E
72143885,542,C
65643735,586,A
125364211,527,D
68374209,521,E
43570495,544,B
96606040,518,E
91784537,535,C
63285982,518,E
85390242,527,D
64957497,526,D
112349613,524,D
79340713,535,C
42433654,515,E
74513298,535,C
38515139,547,B
70915324,521,E
63464409,523,E
61359387,543,B
70043082,567,A
63514236,510,F
56895086,533,D
94526170,529,D
46116855,508,F
60824884,560,A
60835053,537,C
125498764,530,D
88900823,560,A
67918955,524,D
44935180,522,E
112949690,503,G
59262941,526,D
96587544,513,F
46447818,496,G
91486083,507,F
77481193,540,C
51886920,545,B
85620132,512,F
39651353,514,F
87045071,519,E
85786237,501,G
38604463,553,B
81376419,523,E
65305115,530,D
64893411,507,F
94337787,548,B
73806461,514,F
129360829,525,D
95177228,514,F
111578975,540,C
85803425,535,C
65765158,538,C
46488404,541,C
134447451,541,C
75244900,541,C
40371750,536,C
109860064,517,E
94080173,516,E
73508957,535,C
57618288,504,G
48514567,528,D
85612420,503,G
94791595,515,E
60205639,508,F
60771003,500,G
70832519,512,F
101681141,529,D
66403480,551,B
59250446,557,A
95735575,542,C
61470617,516,E
79573161,530,D
54728247,535,C
96413494,500,G
66503648,528,D
89876506,506,F
100085406,520,E
41131423,518,E
125829328,536,C
94036967,529,D
113562739,547,B
128462117,537,C
88413294,531,D
46155810,531,D
77259036,521,E
43749869,512,F
63356814,555,A
60195525,546,B
61473074,545,B
75252900,539,C
116841520,515,E
119415390,494,G
78119231,498,G
62549902,514,F
48676201,517,E
125469792,533,D
125704113,540,C
88162536,559,A
56552251,557,A
83749998,527,D
36370598,511,F
68843818,524,D
118619943,515,E
79421055,534,C
54218434,516,E
38637188,520,E
68845500,541,C
93994499,542,C
87964058,519,E
102646824,506,F
56330441,550,B
67286462,500,G
80328182,518,E
79561690,549,B
65128888,529,D
70952166,529,D
88157012,539,C
91690567,549,B
81435182,507,F
66422810,554,B
115579273,529,D
57662376,546,B
40600948,527,D
83913909,525,D
38538823,556,A
102630274,513,F
105832703,532,D
116585592,516,E
60803937,510,F
60636913,507,F
46598229,518,E
57961211,510,F
58723525,516,E
124893952,560,A
131657037,552,B
74874480,529,D
75135149,557,A
93605817,529,D
113200187,561,A
46714466,537,C
44105313,523,E
65118923,502,G
53061866,529,D
51156602,571,A
70081842,538,C
87175125,523,E
93841312,505,F
63929238,514,F
109678173,535,C
77498221,520,E
136607179,553,B
134365005,520,E
92560285,512,F
106966776,538,C
95329154,540,C
68745646,528,D
119705017,540,C
84443192,527,D
96935363,532,D
92892582,517,E
120586758,498,G
66473619,516,E
64180612,529,D
51046812,568,A
71522669,521,E
44141836,535,C
133916804,528,D
131018387,549,B
43296493,527,D
108521301,509,F
72595478,512,F
41130420,492,G
68775305,523,E
66560485,556,A
128445425,554,B
40351185,531,D
84939153,544,B
65843128,506,F
84616506,517,E
50053952,498,G
116546266,487,G
85548924,566,A
63477925,532,D
125850017,506,F
54099928,534,C
112106624,551,B
91685745,535,C
65607646,568,A
73438255,521,E
55747297,564,A
128947434,533,D
94240296,535,C
39631648,498,G
53402168,536,C
97092700,514,F
121267134,539,C
102076049,544,B
90290606,523,E
119310357,553,B
58080771,550,B
121318177,541,C
95192778,533,D
126119436,522,E
66632348,541,C
74995587,494,G
69444611,556,A
57155992,521,E
51407052,562,A
131036215,516,E
41112048,559,A
124992993,521,E
63390913,538,C
55960137,497,G
81543723,527,D
43421024,514,F
96259218,508,F
68483485,508,F
42373877,531,D
104627013,512,F
129599122,534,C
59151345,560,A
80678336,576,A
64300543,530,D
59153088,517,E
83932332,530,D
61602173,516,E
58250839,527,D
60685961,523,E
121711057,543,B
69504961,507,F
65603733,523,E
40972032,540,C
43429604,527,D
47593354,548,B
121870147,555,A
45534629,536,C
61047313,562,A
39611251,516,E
49208156,505,F
88946080,513,F
75323905,536,C
40992745,492,G
111998252,534,C
60852232,512,F
78168172,563,A
59250158,532,D
65801217,508,F
85542115,516,E
102335206,539,C
47717176,527,D
136690646,487,G
68427628,532,D
74945679,573,A
51979417,511,F
124462383,545,B
84032915,533,D
57672659,554,B
65713836,499,G
49663584,534,C
50616150,532,D
60295463,566,A
38570623,559,A
55847820,500,G
52249314,488,G
91162747,553,B
118069740,512,F
48694690,521,E
52496323,516,E
126459772,544,B
78779916,525,D
69472897,524,D
43315319,516,E
51946348,538,C
68731439,545,B
95328514,580,A
88973732,553,B
43789318,517,E
91011429,546,B
